customer_id,vintage_month,credit_score_band,credit_score,income_band,region,loan_purpose,origination_balance
112188,2025-09-01,Subprime,614,High,Midwest,Retail_Purchase,4780.59
112189,2025-09-01,Prime,737,Low,Northeast,Retail_Purchase,6369.19
112190,2025-09-01,Prime,780,Medium,South,Retail_Purchase,12564.82
112191,2025-09-01,Prime,805,Low,South,Travel,8029.25
112192,2025-09-01,Prime,783,Low,Midwest,Card_Refinance,15366.93
112193,2025-09-01,Prime,840,Medium,South,Cash_Advance,8111.67
112194,2025-09-01,Subprime,628,Medium,West,Retail_Purchase,693.93
112195,2025-09-01,Subprime,591,High,South,Card_Refinance,1735.04
112196,2025-09-01,Near_Prime,661,Medium,Northeast,Retail_Purchase,6089.91
112197,2025-09-01,Prime,827,Low,South,Travel,9074.9
112198,2025-09-01,Prime,817,High,West,Card_Refinance,7577.66
112199,2025-09-01,Near_Prime,690,Medium,Northeast,Cash_Advance,12092.88
112200,2025-09-01,Near_Prime,703,High,West,General_Spend,6506.93
112201,2025-09-01,Prime,819,Medium,Midwest,Card_Refinance,15874.94
112202,2025-09-01,Prime,808,Low,West,General_Spend,6985.64
112203,2025-09-01,Subprime,654,Low,West,Card_Refinance,2749.34
112204,2025-09-01,Subprime,619,High,Northeast,Cash_Advance,4576.43
112205,2025-09-01,Subprime,593,Low,Midwest,Retail_Purchase,1124.95
112206,2025-09-01,Subprime,619,Low,South,Retail_Purchase,5137.12
112207,2025-09-01,Prime,789,Medium,South,General_Spend,14292.64
112208,2025-09-01,Prime,818,Low,West,Retail_Purchase,8208.7
112209,2025-09-01,Near_Prime,715,High,Midwest,Card_Refinance,3522.62
112210,2025-09-01,Prime,764,Medium,Midwest,Cash_Advance,13173.9
112211,2025-09-01,Prime,775,Medium,Midwest,Travel,3062.43
112212,2025-09-01,Prime,737,High,South,Travel,8897.84
112213,2025-09-01,Prime,785,High,South,Card_Refinance,2158.8
112214,2025-09-01,Near_Prime,697,High,South,Cash_Advance,5533.97
112215,2025-09-01,Near_Prime,663,High,Midwest,Cash_Advance,9136.37
112216,2025-09-01,Prime,818,Low,South,Travel,9234.18
112217,2025-09-01,Subprime,596,High,South,Travel,2324.04
112218,2025-09-01,Near_Prime,709,Medium,South,Cash_Advance,2440.54
112219,2025-09-01,Subprime,608,Low,Northeast,General_Spend,1831.51
112220,2025-09-01,Subprime,653,Medium,Midwest,Cash_Advance,6477.74
112221,2025-09-01,Near_Prime,702,Low,West,Card_Refinance,6001.45
112222,2025-09-01,Near_Prime,693,Medium,South,Retail_Purchase,634.43
112223,2025-09-01,Subprime,591,High,Northeast,General_Spend,4603.52
112224,2025-09-01,Prime,766,Low,Northeast,Cash_Advance,7449.51
112225,2025-09-01,Near_Prime,692,Low,West,Cash_Advance,10978.23
112226,2025-09-01,Prime,805,Low,West,Travel,25946.09
112227,2025-09-01,Prime,754,Medium,Northeast,Travel,8712.23
112228,2025-09-01,Prime,731,High,West,Retail_Purchase,2700.88
112229,2025-09-01,Prime,809,Low,Northeast,Card_Refinance,10200.76
112230,2025-09-01,Subprime,604,Medium,Midwest,Cash_Advance,3348.33
112231,2025-09-01,Near_Prime,718,Low,Midwest,Travel,10177.31
112232,2025-09-01,Near_Prime,704,Low,West,Card_Refinance,2103.35
112233,2025-09-01,Prime,817,Low,South,General_Spend,4760.66
112234,2025-09-01,Subprime,639,High,West,Cash_Advance,2886.95
112235,2025-09-01,Subprime,605,Low,Northeast,Card_Refinance,1515.3
112236,2025-09-01,Near_Prime,713,Low,West,Cash_Advance,1635.16
112237,2025-09-01,Subprime,609,Low,Midwest,Cash_Advance,5899.54
112238,2025-09-01,Near_Prime,699,Medium,Northeast,Retail_Purchase,6077.67
112239,2025-09-01,Prime,784,Medium,Northeast,Retail_Purchase,7581.61
112240,2025-09-01,Prime,815,Medium,Northeast,General_Spend,6276.38
112241,2025-09-01,Subprime,626,Medium,South,Travel,2338.02
112242,2025-09-01,Prime,841,Medium,Midwest,General_Spend,8298.69
112243,2025-09-01,Near_Prime,689,High,Midwest,Retail_Purchase,14730.12
112244,2025-09-01,Subprime,653,Medium,South,Retail_Purchase,4449.04
112245,2025-09-01,Prime,730,Medium,South,General_Spend,6201.21
112246,2025-09-01,Prime,765,Low,Northeast,General_Spend,8801.51
112247,2025-09-01,Near_Prime,697,High,Northeast,General_Spend,6875.48
112248,2025-09-01,Prime,839,Medium,South,Cash_Advance,8002.98
112249,2025-09-01,Near_Prime,712,High,South,Travel,3809.68
112250,2025-09-01,Prime,756,Medium,Midwest,Travel,4705.66
112251,2025-09-01,Near_Prime,670,High,Northeast,General_Spend,2321.88
112252,2025-09-01,Prime,723,High,South,Retail_Purchase,2969.64
112253,2025-09-01,Prime,745,Medium,South,Cash_Advance,9821.44
112254,2025-09-01,Subprime,654,Low,West,Cash_Advance,4195.03
112255,2025-09-01,Subprime,616,High,Midwest,Retail_Purchase,8838.26
112256,2025-09-01,Subprime,610,Low,Midwest,Retail_Purchase,3021.6
112257,2025-09-01,Near_Prime,676,Medium,South,Card_Refinance,2098.77
112258,2025-09-01,Subprime,655,High,West,Card_Refinance,2780.1
112259,2025-09-01,Near_Prime,695,Low,South,Cash_Advance,9707.68
112260,2025-09-01,Subprime,625,Low,South,Card_Refinance,5360.02
112261,2025-09-01,Prime,827,Medium,West,Travel,7071.43
112262,2025-09-01,Prime,771,Low,South,Travel,14191.91
112263,2025-09-01,Near_Prime,718,High,South,Retail_Purchase,7945.65
112264,2025-09-01,Near_Prime,716,High,Midwest,Card_Refinance,4813.71
112265,2025-09-01,Near_Prime,708,Medium,South,Retail_Purchase,5332.13
112266,2025-09-01,Prime,803,High,Midwest,Retail_Purchase,12700.28
112267,2025-09-01,Prime,735,Low,Northeast,Travel,5529.47
112268,2025-09-01,Prime,796,High,South,General_Spend,11634.48
112269,2025-09-01,Near_Prime,666,Medium,Midwest,Retail_Purchase,3207.1
112270,2025-09-01,Prime,733,Medium,Midwest,Retail_Purchase,14015.91
112271,2025-09-01,Prime,790,Low,South,General_Spend,14410.81
112272,2025-09-01,Subprime,637,Medium,Northeast,Card_Refinance,3508.68
112273,2025-09-01,Subprime,592,Low,South,General_Spend,1638.31
112274,2025-09-01,Subprime,613,Medium,Midwest,Cash_Advance,6628.7
112275,2025-09-01,Near_Prime,672,Low,South,Card_Refinance,4475.65
112276,2025-09-01,Prime,798,High,South,Retail_Purchase,9268.07
112277,2025-09-01,Subprime,608,Medium,Northeast,Cash_Advance,6871.46
112278,2025-09-01,Near_Prime,696,High,South,Card_Refinance,8959.23
112279,2025-09-01,Prime,734,Medium,Northeast,Cash_Advance,20835.99
112280,2025-09-01,Prime,789,Low,Midwest,Travel,12694.87
112281,2025-09-01,Near_Prime,690,Low,Northeast,Retail_Purchase,4403.94
112282,2025-09-01,Prime,781,High,Northeast,Card_Refinance,7455.82
112283,2025-09-01,Prime,821,High,Midwest,Retail_Purchase,11720.79
112284,2025-09-01,Prime,763,Medium,Midwest,Card_Refinance,8906.3
112285,2025-09-01,Near_Prime,674,Medium,West,Cash_Advance,4673.98
112286,2025-09-01,Near_Prime,684,Low,South,Retail_Purchase,8537.04
112287,2025-09-01,Prime,783,Medium,Northeast,Card_Refinance,2822.77
112288,2025-09-01,Prime,796,Medium,West,Retail_Purchase,6482.22
112289,2025-09-01,Prime,840,Medium,West,Card_Refinance,6237.24
112290,2025-09-01,Prime,786,Medium,Northeast,Card_Refinance,6694.95
112291,2025-09-01,Subprime,600,Low,Northeast,General_Spend,2342.11
112292,2025-09-01,Prime,750,High,South,Card_Refinance,3512.71
112293,2025-09-01,Subprime,581,Medium,Midwest,Travel,1857.2
112294,2025-09-01,Prime,841,Low,Northeast,General_Spend,12290.83
112295,2025-09-01,Prime,735,High,Midwest,Cash_Advance,6839.78
112296,2025-09-01,Prime,754,High,Northeast,Cash_Advance,6884.52
112297,2025-09-01,Prime,737,Low,West,Cash_Advance,10313.54
112298,2025-09-01,Prime,770,Medium,Northeast,Travel,11339.63
112299,2025-09-01,Subprime,620,Medium,Midwest,Retail_Purchase,2954.01
112300,2025-09-01,Subprime,603,Medium,West,Retail_Purchase,4488.07
112301,2025-09-01,Prime,761,Medium,South,Cash_Advance,13687.24
112302,2025-09-01,Near_Prime,664,Medium,Northeast,Cash_Advance,6861.17
112303,2025-09-01,Subprime,644,High,Northeast,Card_Refinance,2920.24
112304,2025-09-01,Near_Prime,698,High,Northeast,Travel,8809.09
112305,2025-09-01,Prime,802,Low,Northeast,Retail_Purchase,7230.91
112306,2025-09-01,Prime,809,Medium,West,Travel,6650.04
112307,2025-09-01,Near_Prime,685,Low,South,Travel,2557.13
112308,2025-09-01,Prime,798,Low,South,Card_Refinance,5008.58
112309,2025-09-01,Near_Prime,672,Medium,South,Cash_Advance,2091.49
112310,2025-09-01,Prime,837,High,South,Card_Refinance,9497.47
112311,2025-09-01,Prime,795,Medium,West,Retail_Purchase,1410.1
112312,2025-09-01,Prime,722,Low,West,General_Spend,9689.04
112313,2025-09-01,Prime,736,Low,South,Cash_Advance,5138.35
112314,2025-09-01,Subprime,650,High,Midwest,Retail_Purchase,455.01
112315,2025-09-01,Prime,808,High,Northeast,Retail_Purchase,4574.45
112316,2025-09-01,Prime,839,High,South,Retail_Purchase,1460.36
112317,2025-09-01,Near_Prime,714,Medium,Northeast,Cash_Advance,14619.07
112318,2025-09-01,Prime,814,Medium,South,Retail_Purchase,9923.44
112319,2025-09-01,Near_Prime,667,Low,Midwest,Retail_Purchase,8212.69
112320,2025-09-01,Near_Prime,667,Medium,West,General_Spend,2917.61
112321,2025-09-01,Prime,742,Medium,Midwest,Cash_Advance,11242.78
112322,2025-09-01,Subprime,609,Medium,Midwest,Retail_Purchase,2217.45
112323,2025-09-01,Prime,817,Medium,South,General_Spend,10365.22
112324,2025-09-01,Near_Prime,718,Medium,West,General_Spend,3244.41
112325,2025-09-01,Prime,740,Medium,South,General_Spend,21035.61
112326,2025-09-01,Prime,839,Low,Northeast,Cash_Advance,9100.51
112327,2025-09-01,Near_Prime,684,Medium,South,General_Spend,9928.03
112328,2025-09-01,Subprime,640,Medium,South,Cash_Advance,2489.05
112329,2025-09-01,Near_Prime,677,Medium,Midwest,Travel,5090.79
112330,2025-09-01,Prime,839,Low,Midwest,General_Spend,17392.78
112331,2025-09-01,Prime,770,High,South,Card_Refinance,7495.54
112332,2025-09-01,Subprime,590,High,Midwest,Travel,1171.14
112333,2025-09-01,Prime,776,High,West,Cash_Advance,3626.91
112334,2025-09-01,Subprime,602,High,West,Card_Refinance,5615.65
112335,2025-09-01,Prime,755,High,South,Cash_Advance,12318.03
112336,2025-09-01,Subprime,586,Medium,Northeast,General_Spend,3670.13
112337,2025-09-01,Near_Prime,671,High,South,Retail_Purchase,5964.31
112338,2025-09-01,Prime,727,Medium,West,Cash_Advance,1036.87
112339,2025-09-01,Prime,811,High,South,Card_Refinance,1781.84
112340,2025-09-01,Subprime,600,High,Midwest,Travel,2119.79
112341,2025-09-01,Near_Prime,679,High,West,General_Spend,10667.81
112342,2025-09-01,Subprime,639,Medium,Midwest,Travel,4021.57
112343,2025-09-01,Near_Prime,680,Medium,South,Travel,4729.51
112344,2025-09-01,Subprime,608,Low,South,Retail_Purchase,3827.45
112345,2025-09-01,Near_Prime,716,Low,West,Retail_Purchase,12254.04
112346,2025-09-01,Near_Prime,685,High,South,Cash_Advance,1274.39
112347,2025-09-01,Prime,773,High,Midwest,Retail_Purchase,5521.5
112348,2025-09-01,Prime,849,Low,West,Travel,10768.9
112349,2025-09-01,Prime,812,Medium,South,Travel,10401.53
112350,2025-09-01,Subprime,581,Low,Northeast,Cash_Advance,2882.1
112351,2025-09-01,Near_Prime,662,Low,South,Card_Refinance,2549.21
112352,2025-09-01,Prime,837,Medium,Midwest,Cash_Advance,7416.54
112353,2025-09-01,Near_Prime,707,Low,Midwest,Card_Refinance,7545.43
112354,2025-09-01,Subprime,626,Low,South,Travel,888.1
112355,2025-09-01,Subprime,598,Medium,Midwest,Card_Refinance,2324.91
112356,2025-09-01,Prime,823,Low,Midwest,Cash_Advance,7155.16
112357,2025-09-01,Near_Prime,707,Medium,West,General_Spend,2729.24
112358,2025-09-01,Prime,790,Medium,West,Cash_Advance,4209.72
112359,2025-09-01,Near_Prime,714,Medium,Midwest,General_Spend,5176.53
112360,2025-09-01,Prime,804,Medium,Northeast,Retail_Purchase,12093.83
112361,2025-09-01,Prime,838,Medium,South,Retail_Purchase,1887.77
112362,2025-09-01,Prime,751,Medium,Midwest,General_Spend,13655.7
112363,2025-09-01,Prime,790,Medium,Northeast,Retail_Purchase,7706.36
112364,2025-09-01,Prime,814,Medium,Northeast,Cash_Advance,6631.44
112365,2025-09-01,Near_Prime,699,High,South,Retail_Purchase,3326.79
112366,2025-09-01,Prime,739,Medium,South,General_Spend,2358.52
112367,2025-09-01,Prime,761,High,Midwest,General_Spend,17517.88
112368,2025-09-01,Prime,740,Low,South,Cash_Advance,14889.25
112369,2025-09-01,Subprime,583,High,South,Card_Refinance,3222.38
112370,2025-09-01,Prime,840,Medium,West,Travel,4703.06
112371,2025-09-01,Prime,757,High,Midwest,General_Spend,11934.1
112372,2025-09-01,Prime,727,Medium,West,General_Spend,9660.17
112373,2025-09-01,Prime,836,Medium,West,Cash_Advance,8357.25
112374,2025-09-01,Subprime,648,High,West,Retail_Purchase,3132.88
112375,2025-09-01,Prime,732,High,West,Retail_Purchase,8335.31
112376,2025-09-01,Subprime,617,Low,South,Card_Refinance,559.57
112377,2025-09-01,Prime,771,Medium,Northeast,Card_Refinance,22850.57
112378,2025-09-01,Subprime,602,Low,South,Retail_Purchase,3938.71
112379,2025-09-01,Near_Prime,681,High,Northeast,Retail_Purchase,1516.36
112380,2025-09-01,Subprime,624,Medium,Northeast,Cash_Advance,4317.51
112381,2025-09-01,Near_Prime,684,High,South,Cash_Advance,5587.16
112382,2025-09-01,Near_Prime,691,Low,Northeast,Card_Refinance,8578.97
112383,2025-09-01,Subprime,623,Medium,West,General_Spend,4457.31
112384,2025-09-01,Prime,785,Medium,Midwest,Retail_Purchase,2787.26
112385,2025-09-01,Subprime,650,Medium,West,General_Spend,2087.29
112386,2025-09-01,Near_Prime,665,Medium,South,Card_Refinance,7831.33
112387,2025-09-01,Near_Prime,668,Low,West,Travel,3443.13
112388,2025-09-01,Subprime,635,Low,Northeast,Retail_Purchase,4120.9
112389,2025-09-01,Near_Prime,696,Low,West,Cash_Advance,5865.5
112390,2025-09-01,Near_Prime,689,Medium,Midwest,Cash_Advance,10314.39
112391,2025-09-01,Prime,800,High,South,Cash_Advance,10414.75
112392,2025-09-01,Prime,805,Medium,South,Retail_Purchase,736.72
112393,2025-09-01,Near_Prime,713,Medium,West,General_Spend,5107.1
112394,2025-09-01,Subprime,588,Medium,West,Card_Refinance,7557.99
112395,2025-09-01,Near_Prime,702,Medium,West,Cash_Advance,7174.75
112396,2025-09-01,Subprime,623,High,Northeast,Travel,4836.5
112397,2025-09-01,Near_Prime,695,High,Midwest,Retail_Purchase,14085.51
112398,2025-09-01,Near_Prime,709,Medium,South,Travel,11184.26
112399,2025-09-01,Prime,747,Medium,South,Cash_Advance,14518.27
112400,2025-09-01,Near_Prime,680,Medium,Midwest,Cash_Advance,5543.9
112401,2025-09-01,Prime,844,Medium,West,Retail_Purchase,25629.18
112402,2025-09-01,Subprime,631,Medium,South,Travel,5488.04
112403,2025-09-01,Prime,764,Low,South,Card_Refinance,11055.62
112404,2025-09-01,Near_Prime,663,Low,Midwest,Travel,4256.65
112405,2025-09-01,Prime,774,Low,South,Cash_Advance,4911.16
112406,2025-09-01,Near_Prime,680,Medium,West,Card_Refinance,6503.65
112407,2025-09-01,Near_Prime,678,Medium,Midwest,Travel,4902.31
112408,2025-09-01,Subprime,596,Low,West,Retail_Purchase,1058.65
112409,2025-09-01,Near_Prime,705,Medium,Midwest,Retail_Purchase,3680.73
112410,2025-09-01,Near_Prime,715,Low,South,General_Spend,3395.23
112411,2025-09-01,Subprime,614,Low,South,Travel,1344.58
112412,2025-09-01,Near_Prime,681,High,Northeast,Cash_Advance,11296.15
112413,2025-09-01,Prime,726,Low,South,Cash_Advance,8240.25
112414,2025-09-01,Near_Prime,716,High,Northeast,General_Spend,8318.52
112415,2025-09-01,Near_Prime,716,High,South,Retail_Purchase,10655.75
112416,2025-09-01,Near_Prime,676,High,West,Retail_Purchase,8333.61
112417,2025-09-01,Subprime,584,Medium,West,General_Spend,1815.91
112418,2025-09-01,Prime,775,Medium,Midwest,Card_Refinance,3801.38
112419,2025-09-01,Prime,762,High,Midwest,Retail_Purchase,10809.23
112420,2025-09-01,Subprime,613,Low,West,General_Spend,2609.98
112421,2025-09-01,Prime,772,Low,Midwest,General_Spend,6392.93
112422,2025-09-01,Near_Prime,705,Medium,Northeast,Cash_Advance,11866.3
112423,2025-09-01,Near_Prime,710,Medium,South,General_Spend,8547.95
112424,2025-09-01,Subprime,601,Low,West,Card_Refinance,3566.67
112425,2025-09-01,Near_Prime,700,High,South,Retail_Purchase,2361.28
112426,2025-09-01,Near_Prime,684,Low,Northeast,Travel,3521.72
112427,2025-09-01,Prime,754,High,South,Card_Refinance,4729.48
112428,2025-09-01,Subprime,611,Medium,South,Card_Refinance,5515.23
112429,2025-09-01,Subprime,595,Low,Midwest,Retail_Purchase,5581.47
112430,2025-09-01,Near_Prime,707,High,Northeast,Retail_Purchase,3257.85
112431,2025-09-01,Near_Prime,692,High,West,Travel,2750.14
112432,2025-09-01,Near_Prime,680,Medium,Midwest,Retail_Purchase,8749.24
112433,2025-09-01,Prime,760,Low,Northeast,Travel,4578.44
112434,2025-09-01,Near_Prime,672,High,West,Cash_Advance,3524.84
112435,2025-09-01,Prime,781,Medium,South,Retail_Purchase,10840.22
112436,2025-09-01,Near_Prime,693,Low,Midwest,Travel,6831.6
112437,2025-09-01,Near_Prime,702,High,Midwest,Card_Refinance,2841.29
112438,2025-09-01,Subprime,642,High,West,General_Spend,1705.99
112439,2025-09-01,Prime,776,Medium,Northeast,Card_Refinance,8361.64
112440,2025-09-01,Subprime,629,Low,South,Travel,2774.17
112441,2025-09-01,Subprime,649,Medium,Midwest,Cash_Advance,1077.63
112442,2025-09-01,Near_Prime,689,Medium,Northeast,Cash_Advance,9120.31
112443,2025-09-01,Prime,847,Low,West,General_Spend,7152.32
112444,2025-09-01,Prime,724,High,West,Retail_Purchase,6730.11
112445,2025-09-01,Near_Prime,707,Low,Northeast,Cash_Advance,11728.91
112446,2025-09-01,Prime,824,Medium,Northeast,Card_Refinance,6563.59
112447,2025-09-01,Subprime,591,High,Northeast,Travel,4259.45
112448,2025-09-01,Prime,744,Medium,South,Cash_Advance,13619.04
112449,2025-09-01,Subprime,645,Low,Northeast,Retail_Purchase,5683.82
112450,2025-09-01,Prime,730,Medium,Midwest,Retail_Purchase,1561.51
112451,2025-09-01,Near_Prime,690,Low,Northeast,Travel,10309.63
112452,2025-09-01,Near_Prime,711,High,West,Retail_Purchase,3928.69
112453,2025-09-01,Subprime,591,Low,Northeast,General_Spend,2792.01
112454,2025-09-01,Prime,784,Low,South,Retail_Purchase,19092.54
112455,2025-09-01,Subprime,642,Low,Northeast,Cash_Advance,4062.14
112456,2025-09-01,Near_Prime,699,High,South,Card_Refinance,6078.54
112457,2025-09-01,Near_Prime,691,High,Northeast,Travel,13364.04
112458,2025-09-01,Prime,790,Low,West,Card_Refinance,1659.84
112459,2025-09-01,Prime,785,High,West,Retail_Purchase,3949.48
112460,2025-09-01,Prime,772,Low,South,General_Spend,7116.66
112461,2025-09-01,Prime,727,Low,West,Retail_Purchase,10690.63
112462,2025-09-01,Prime,837,Medium,South,Travel,4218.74
112463,2025-09-01,Prime,840,High,Midwest,General_Spend,5059.41
112464,2025-09-01,Subprime,584,Medium,South,Cash_Advance,1541.84
112465,2025-09-01,Near_Prime,695,Medium,South,Retail_Purchase,2993.82
112466,2025-09-01,Prime,720,Low,South,Retail_Purchase,7358.35
112467,2025-09-01,Prime,766,Low,Midwest,Travel,3226.8
112468,2025-09-01,Prime,821,Medium,Northeast,Travel,2840.21
112469,2025-09-01,Near_Prime,680,High,South,Card_Refinance,12577.73
112470,2025-09-01,Prime,793,High,West,Travel,8329.42
112471,2025-09-01,Subprime,607,High,West,Travel,2612.0
112472,2025-09-01,Near_Prime,683,Medium,West,General_Spend,10541.6
112473,2025-09-01,Near_Prime,660,Medium,South,Cash_Advance,1214.18
112474,2025-09-01,Prime,745,Low,South,General_Spend,5844.41
112475,2025-09-01,Near_Prime,675,High,Midwest,Card_Refinance,9383.44
112476,2025-09-01,Near_Prime,670,Medium,West,Card_Refinance,10179.36
112477,2025-09-01,Prime,844,Low,West,General_Spend,1963.11
112478,2025-09-01,Subprime,628,Low,Midwest,General_Spend,3658.34
112479,2025-09-01,Prime,735,Medium,South,General_Spend,7034.96
112480,2025-09-01,Prime,773,Medium,Northeast,Cash_Advance,12886.95
112481,2025-09-01,Near_Prime,668,Low,South,General_Spend,6969.77
112482,2025-09-01,Prime,825,Medium,South,Retail_Purchase,2471.38
112483,2025-09-01,Subprime,636,Medium,Northeast,Card_Refinance,3968.65
112484,2025-09-01,Prime,800,Low,West,Retail_Purchase,2772.16
112485,2025-09-01,Near_Prime,690,Medium,Northeast,Travel,3209.04
112486,2025-09-01,Near_Prime,675,Low,Midwest,Retail_Purchase,8034.73
112487,2025-09-01,Prime,829,Medium,West,Travel,5688.32
112488,2025-09-01,Prime,779,Medium,West,Travel,8157.65
112489,2025-09-01,Prime,847,High,South,General_Spend,9419.29
112490,2025-09-01,Subprime,644,Low,South,Card_Refinance,3381.09
112491,2025-09-01,Subprime,658,High,South,Card_Refinance,869.98
112492,2025-09-01,Prime,757,Medium,South,Card_Refinance,6854.31
112493,2025-09-01,Subprime,590,High,South,Cash_Advance,2004.94
112494,2025-09-01,Subprime,658,Medium,Northeast,Retail_Purchase,1472.95
112495,2025-09-01,Prime,749,Low,South,General_Spend,4756.28
112496,2025-09-01,Prime,763,High,Northeast,Travel,3833.89
112497,2025-09-01,Prime,815,Low,West,Travel,3264.52
112498,2025-09-01,Subprime,590,Medium,Midwest,Card_Refinance,533.69
112499,2025-09-01,Near_Prime,675,Medium,South,General_Spend,468.14
112500,2025-09-01,Prime,782,Low,South,Retail_Purchase,5519.74
112501,2025-09-01,Near_Prime,717,Medium,West,Cash_Advance,5438.99
112502,2025-09-01,Near_Prime,693,Low,Midwest,Cash_Advance,6125.49
112503,2025-09-01,Prime,816,Low,Northeast,Cash_Advance,2978.21
112504,2025-09-01,Near_Prime,710,Medium,Midwest,General_Spend,6417.72
112505,2025-09-01,Prime,798,Low,Northeast,Cash_Advance,6580.08
112506,2025-09-01,Near_Prime,698,Low,South,Travel,8533.99
112507,2025-09-01,Near_Prime,708,Medium,Northeast,Card_Refinance,3715.55
112508,2025-09-01,Prime,730,Medium,Midwest,General_Spend,9828.4
112509,2025-09-01,Prime,742,High,South,Travel,6029.4
112510,2025-09-01,Subprime,644,Medium,Midwest,Travel,3281.92
112511,2025-09-01,Prime,799,Low,West,Retail_Purchase,4352.75
112512,2025-09-01,Near_Prime,674,Medium,West,Cash_Advance,3526.83
112513,2025-09-01,Subprime,620,High,South,Card_Refinance,3238.28
112514,2025-09-01,Subprime,646,Medium,Midwest,Card_Refinance,6022.81
112515,2025-09-01,Subprime,615,Medium,Midwest,Card_Refinance,1867.45
112516,2025-09-01,Prime,813,Medium,Midwest,Travel,17760.33
112517,2025-09-01,Near_Prime,675,High,South,Retail_Purchase,9759.18
112518,2025-09-01,Subprime,619,Medium,Midwest,Card_Refinance,4226.47
112519,2025-09-01,Prime,725,High,West,Travel,14230.57
112520,2025-09-01,Prime,720,Low,West,Retail_Purchase,1266.16
112521,2025-09-01,Subprime,597,Medium,South,Card_Refinance,2416.63
112522,2025-09-01,Near_Prime,694,Medium,West,Card_Refinance,1665.57
112523,2025-09-01,Subprime,647,High,Midwest,Card_Refinance,2238.74
112524,2025-09-01,Near_Prime,669,Medium,West,Retail_Purchase,11378.39
112525,2025-09-01,Prime,828,Medium,South,General_Spend,2291.6
112526,2025-09-01,Near_Prime,676,Medium,West,Retail_Purchase,5080.79
112527,2025-09-01,Prime,776,Medium,South,Retail_Purchase,3065.02
112528,2025-09-01,Near_Prime,700,High,West,Travel,16927.99
112529,2025-09-01,Near_Prime,674,High,Midwest,General_Spend,5235.75
112530,2025-09-01,Subprime,584,Low,West,Cash_Advance,4694.84
112531,2025-09-01,Prime,765,Medium,Midwest,Retail_Purchase,7243.58
112532,2025-09-01,Subprime,639,Medium,Northeast,General_Spend,3994.41
112533,2025-09-01,Near_Prime,695,Low,Midwest,Retail_Purchase,1171.08
112534,2025-09-01,Near_Prime,716,High,South,Travel,3486.21
112535,2025-09-01,Near_Prime,674,Medium,Midwest,Travel,637.42
112536,2025-09-01,Subprime,610,Medium,South,General_Spend,2582.04
112537,2025-09-01,Prime,726,Low,South,Retail_Purchase,5198.66
112538,2025-09-01,Prime,829,High,South,Cash_Advance,13720.05
112539,2025-09-01,Near_Prime,693,High,South,Cash_Advance,10834.59
112540,2025-09-01,Prime,849,Medium,Midwest,Cash_Advance,15289.93
112541,2025-09-01,Subprime,585,Medium,Northeast,Card_Refinance,1172.1
112542,2025-09-01,Prime,742,Medium,Midwest,Card_Refinance,21287.84
112543,2025-09-01,Prime,788,Low,West,Retail_Purchase,5041.04
112544,2025-09-01,Near_Prime,695,High,Midwest,General_Spend,3798.85
112545,2025-09-01,Subprime,626,Low,Midwest,Travel,2475.1
112546,2025-09-01,Prime,722,High,Northeast,General_Spend,8619.74
112547,2025-09-01,Prime,829,High,Midwest,Card_Refinance,7228.19
112548,2025-09-01,Subprime,609,High,West,Retail_Purchase,4392.67
112549,2025-09-01,Subprime,629,Medium,Northeast,Travel,3820.71
112550,2025-09-01,Prime,750,Low,Northeast,General_Spend,4526.52
112551,2025-09-01,Subprime,620,Medium,Midwest,Card_Refinance,3956.13
112552,2025-09-01,Near_Prime,674,Medium,South,Retail_Purchase,1506.82
112553,2025-09-01,Near_Prime,700,Medium,West,Cash_Advance,1977.03
112554,2025-09-01,Subprime,616,Medium,South,Travel,1925.82
112555,2025-09-01,Near_Prime,674,Low,West,Retail_Purchase,5716.8
112556,2025-09-01,Near_Prime,717,Medium,Northeast,Retail_Purchase,8607.04
112557,2025-09-01,Near_Prime,682,Low,Northeast,Retail_Purchase,9893.56
112558,2025-09-01,Subprime,635,Medium,Northeast,Retail_Purchase,4110.03
112559,2025-09-01,Near_Prime,694,Medium,South,General_Spend,8450.29
112560,2025-09-01,Near_Prime,692,Medium,West,Cash_Advance,4176.35
112561,2025-09-01,Subprime,652,Medium,Northeast,General_Spend,4397.44
112562,2025-09-01,Subprime,625,Medium,Midwest,General_Spend,4235.25
112563,2025-09-01,Prime,799,Low,Northeast,Travel,12163.42
112564,2025-09-01,Subprime,595,High,South,General_Spend,1383.93
112565,2025-09-01,Subprime,609,Medium,Northeast,Travel,5620.51
112566,2025-09-01,Subprime,634,High,South,Card_Refinance,4619.96
112567,2025-09-01,Subprime,617,Medium,South,Travel,5340.75
112568,2025-09-01,Near_Prime,683,Medium,South,Cash_Advance,5447.84
112569,2025-09-01,Prime,819,Low,South,Cash_Advance,8784.75
112570,2025-09-01,Subprime,613,Low,West,Retail_Purchase,4461.43
112571,2025-09-01,Prime,755,High,West,Travel,8124.66
112572,2025-09-01,Prime,726,High,South,Travel,4973.1
112573,2025-09-01,Near_Prime,711,High,South,Cash_Advance,6017.65
112574,2025-09-01,Prime,821,High,South,Travel,2457.59
112575,2025-09-01,Prime,802,High,South,Travel,6461.73
112576,2025-09-01,Prime,759,Low,Midwest,General_Spend,4930.56
112577,2025-09-01,Prime,791,Low,South,Retail_Purchase,20285.39
